deprive,v,"3,562",1.43,0.93,8
stereo,n,"3,658",1.39,0.77,4
steep,j,"7,517",0.68,0.89,8
spine,n,"5,505",0.93,0.82,6
contradict,v,"3,042",1.68,0.93,7
unstable,j,"2,970",1.72,0.93,8
fever,n,"6,280",0.81,0.87,9
descend,v,"7,460",0.68,0.92,8
lay,j,"2,614",1.95,0.82,8
hypothetical,j,"2,372",2.14,0.89,9
toe,n,"10,088",0.50,0.83,8
triangle,n,"4,370",1.16,0.88,9
terrestrial,j,"1,884",2.70,0.73,3
appendix,n,"1,837",2.77,0.93,8
latitude,n,"2,365",2.15,0.80,8
multimedia,n,"2,872",1.77,0.86,8
audio,j,"4,829",1.05,0.85,8
monk,n,"5,401",0.94,0.84,7
puzzle,n,"6,569",0.77,0.89,9
infer,v,"1,942",2.61,0.92,8
melody,n,"4,349",1.17,0.75,3
polar,j,"3,124",1.62,0.76,6
elephant,n,"6,698",0.76,0.85,8
needle,n,"7,932",0.64,0.87,8
setup,n,"4,181",1.21,0.79,5
composting,j,"1,602",3.16,0.69,1
precious,j,"7,367",0.69,0.92,9
fence,n,"13,198",0.38,0.88,9
grower,n,"3,881",1.30,0.81,6
petition,n,"3,909",1.30,0.86,6
distinguished,j,"4,225",1.20,0.93,9
distort,v,"3,163",1.60,0.93,8
manual,j,"3,061",1.65,0.88,9
guardian,n,"4,385",1.15,0.93,9
suburb,n,"8,776",0.58,0.91,9
enrich,v,"3,098",1.63,0.94,9
closest,j,"5,974",0.85,0.90,9
differentiation,n,"1,628",3.10,0.92,8
kidney,n,"5,023",1.01,0.83,6
unfold,v,"6,046",0.84,0.93,9
preventive,j,"2,766",1.82,0.89,8
escape,n,"6,909",0.73,0.92,9
sermon,n,"3,360",1.50,0.81,5
shareholder,n,"6,028",0.84,0.80,5
flourish,v,"3,651",1.38,0.93,9
preschool,j,"3,067",1.64,0.82,5
burst,n,"4,753",1.06,0.79,8
jazz,n,"10,945",0.46,0.81,9
obesity,n,"3,619",1.39,0.85,6
aboriginal,j,"1,947",2.59,0.78,7
high-tech,j,"5,945",0.85,0.90,9
peculiar,j,"4,377",1.15,0.93,7
beneficiary,n,"3,399",1.48,0.87,9
freeze,v,"12,669",0.40,0.90,8
prone,j,"3,626",1.38,0.94,9
furniture,n,"13,340",0.38,0.90,9
reformer,n,"3,167",1.59,0.90,8
contextual,j,"1,516",3.31,0.90,8
chocolate,n,"14,310",0.35,0.85,8
coat,n,"17,589",0.29,0.91,8
voltage,n,"1,833",2.74,0.73,2
confer,v,"2,855",1.76,0.94,9
lifelong,j,"4,225",1.19,0.93,9
forced,j,"3,794",1.32,0.92,9
radar,n,"5,685",0.88,0.81,7
simultaneous,j,"2,135",2.34,0.93,8
gauge,n,"3,816",1.31,0.84,9
tariff,n,"2,762",1.81,0.83,6
high-quality,j,"2,800",1.79,0.88,8
running,j,"10,105",0.49,0.92,9
antibody,n,"2,092",2.39,0.79,3
disruptive,j,"2,319",2.15,0.85,8
merger,n,"5,331",0.94,0.85,7
delicate,j,"7,900",0.63,0.92,9
intriguing,j,"3,908",1.28,0.90,9
hit,n,"17,338",0.29,0.92,9
liturgy,n,"1,663",3.00,0.72,3
hungry,j,"10,443",0.48,0.92,9
cavity,n,"2,732",1.83,0.81,3
two-year,j,"3,614",1.38,0.84,9
rent,n,"6,768",0.74,0.90,8
scarce,j,"3,135",1.59,0.92,9
commissioner,n,"10,014",0.50,0.90,9
mosque,n,"4,665",1.07,0.81,5
immense,j,"4,193",1.19,0.93,9
stay,n,"6,286",0.79,0.91,9
lengthy,j,"3,800",1.31,0.94,9
recall,n,"3,064",1.62,0.83,8
boast,v,"6,224",0.80,0.93,9
fascinating,j,"6,852",0.73,0.91,9
accord,n,"3,798",1.31,0.86,6
activism,n,"3,012",1.65,0.89,7
banker,n,"6,467",0.77,0.87,7
reversal,n,"2,830",1.76,0.92,8
larva,n,"2,038",2.44,0.66,2
stellar,j,"2,494",1.99,0.73,2
electrode,n,"1,801",2.75,0.77,4
simulate,v,"2,482",2.00,0.82,8
impaired,j,"1,812",2.74,0.80,6
joke,n,"16,501",0.30,0.94,9
magnet,n,"3,771",1.31,0.82,9
shuttle,n,"8,300",0.60,0.77,8
gentle,j,"9,440",0.52,0.93,9
potent,j,"3,571",1.39,0.93,9
peninsula,n,"3,888",1.27,0.89,8
fuel,v,"5,015",0.99,0.93,9
skeptical,j,"5,254",0.94,0.94,9
landmark,n,"5,799",0.85,0.90,9
alleviate,v,"2,645",1.87,0.94,8
supernatural,j,"2,267",2.18,0.85,6
anybody,p,"30,954",0.16,0.94,9
constructive,j,"2,785",1.78,0.94,8
fragile,j,"5,583",0.89,0.93,8
alarm,n,"8,292",0.60,0.89,9
donation,n,"6,805",0.73,0.89,9
lane,n,"11,468",0.43,0.88,9
vector,n,"1,881",2.63,0.80,6
differing,j,"2,062",2.40,0.94,8
price,v,"4,966",0.99,0.88,7
anthropological,j,"1,602",3.08,0.85,5
apartheid,n,"3,108",1.59,0.84,6
imperative,n,"2,291",2.16,0.93,8
pill,n,"9,481",0.52,0.89,8
delegate,n,"5,480",0.90,0.89,8
heroin,n,"4,368",1.13,0.69,4
urgent,j,"4,712",1.05,0.94,9
industrialized,j,"2,457",2.01,0.89,9
blessing,n,"5,732",0.86,0.89,9
sociology,n,"2,522",1.95,0.92,8
altitude,n,"3,569",1.38,0.78,4
detail,v,"3,834",1.28,0.95,9
desperate,j,"10,695",0.46,0.93,9
multivariate,j,"1,407",3.49,0.84,5
laborer,n,"2,999",1.64,0.85,6
worldview,n,"1,876",2.62,0.87,7
color,v,"6,165",0.80,0.90,9
bitter,j,"8,984",0.55,0.92,8
literal,j,"2,568",1.91,0.88,7
drill,n,"5,453",0.90,0.87,8
vein,n,"5,287",0.93,0.92,8
refuge,n,"5,904",0.83,0.90,8
reservoir,n,"4,043",1.21,0.84,7
infinite,j,"3,057",1.60,0.89,8
bulletin,n,"3,539",1.38,0.92,9
group,v,"2,242",2.18,0.91,8
healing,j,"3,156",1.55,0.87,7
bead,n,"4,725",1.03,0.84,6
resurrection,n,"2,386",2.05,0.74,5
theoretically,r,"2,408",2.03,0.93,8
tackle,v,"7,518",0.65,0.92,9
pest,n,"3,186",1.53,0.75,5
ineffective,j,"2,535",1.93,0.94,8
amid,i,"8,046",0.61,0.93,8
grip,n,"8,429",0.58,0.93,9
nation-state,n,"1,625",3.00,0.86,5
controlled,j,"2,793",1.75,0.90,8
deliberate,j,"3,439",1.42,0.93,8
probable,j,"3,124",1.56,0.92,9
hegemony,n,"1,738",2.80,0.88,6
consolidate,v,"2,825",1.72,0.91,8
adjacent,j,"3,227",1.51,0.87,8
inexpensive,j,"4,159",1.17,0.88,9
elevation,n,"3,252",1.50,0.86,8
pit,n,"7,768",0.63,0.87,8
total,v,"4,874",1.00,0.93,9
crazy,j,"22,639",0.21,0.95,9
expressive,j,"2,418",2.01,0.85,7
unrelated,j,"2,609",1.86,0.94,9
conceptualize,v,"1,520",3.20,0.90,8
unified,j,"2,860",1.70,0.92,8
bankruptcy,n,"7,207",0.67,0.77,7
temperament,n,"2,684",1.81,0.80,6
auditory,j,"1,615",3.00,0.86,6
opposing,j,"3,300",1.47,0.92,8
aftermath,n,"4,348",1.12,0.90,9
beat,n,"13,814",0.35,0.86,9
dawn,n,"10,594",0.46,0.89,8
lineage,n,"2,000",2.42,0.85,6
retired,j,"8,643",0.56,0.93,9
unfamiliar,j,"3,947",1.23,0.93,8
verb,n,"2,136",2.27,0.77,6
transit,n,"5,549",0.87,0.84,8
divert,v,"4,132",1.17,0.91,9
adversary,n,"2,923",1.66,0.81,6
grandmother,n,"14,727",0.33,0.90,9
pixel,n,"1,630",2.97,0.72,2
re,i,"4,901",0.99,0.75,8
acknowledgment,n,"2,400",2.01,0.92,8
beyond,r,"5,532",0.87,0.94,9
builder,n,"6,126",0.79,0.89,9
accountable,j,"4,338",1.11,0.93,9
biomass,n,"1,749",2.76,0.72,2
discriminate,v,"3,159",1.53,0.93,8
swing,v,"15,302",0.32,0.91,9
devastating,j,"5,596",0.86,0.94,9
prosecution,n,"9,521",0.51,0.84,7
denote,v,"1,871",2.58,0.90,8
hinder,v,"2,342",2.06,0.94,8
friction,n,"2,787",1.73,0.85,8
nationalist,n,"2,498",1.93,0.85,6
pretend,v,"12,314",0.39,0.93,9
compact,j,"3,684",1.31,0.81,8
bullet,n,"12,500",0.38,0.89,9
pan,n,"19,517",0.25,0.90,9
treasure,n,"7,487",0.64,0.91,9
pilgrim,n,"3,526",1.36,0.85,7
prolonged,j,"2,723",1.76,0.91,9
ample,j,"3,561",1.35,0.95,9
temptation,n,"3,915",1.22,0.91,9
handle,n,"7,735",0.62,0.86,8
commission,v,"3,711",1.29,0.89,9
culminate,v,"2,571",1.86,0.93,8
costume,n,"6,943",0.69,0.81,7
default,n,"2,954",1.62,0.87,9
equilibrium,n,"1,978",2.42,0.88,8
mandate,v,"2,838",1.69,0.94,9
determinant,n,"1,545",3.09,0.90,8
seller,n,"5,475",0.87,0.89,8
appetite,n,"4,879",0.98,0.91,9
smile,n,"31,066",0.15,0.94,9
magic,j,"9,196",0.52,0.92,9
advent,n,"2,405",1.98,0.93,9
dirt,n,"13,041",0.37,0.88,8
crab,n,"5,256",0.91,0.71,4
heating,n,"3,824",1.25,0.82,7
knowledgeable,j,"2,770",1.72,0.94,9
mosquito,n,"4,480",1.06,0.79,5
genetically,r,"3,160",1.51,0.83,8
reportedly,r,"6,467",0.74,0.92,9
enthusiastic,j,"4,347",1.09,0.94,9
pedagogical,j,"1,501",3.17,0.87,6
lasting,j,"3,630",1.31,0.94,9
confess,v,"7,320",0.65,0.89,9
update,n,"5,275",0.90,0.82,8
dare,v,"9,875",0.48,0.93,9
grateful,j,"8,378",0.57,0.94,9
broadcast,n,"8,745",0.54,0.90,8
salad,n,"13,652",0.35,0.75,6
uniform,n,"11,012",0.43,0.91,9
implicitly,r,"1,825",2.60,0.92,8
exit,n,"7,841",0.60,0.84,9
zero,n,"4,891",0.97,0.90,9
permanently,r,"4,127",1.15,0.93,9
tightly,r,"7,241",0.65,0.90,9
plot,v,"4,120",1.15,0.89,9
socket,n,"2,626",1.80,0.67,2
ironic,j,"4,378",1.08,0.89,8
terminology,n,"1,934",2.44,0.93,8
disturbing,j,"5,491",0.86,0.93,9
excess,n,"3,758",1.26,0.94,9
fieldwork,n,"1,481",3.19,0.81,5
mining,n,"4,408",1.07,0.89,8
monkey,n,"6,182",0.76,0.83,8
disturb,v,"5,910",0.80,0.93,8
select,j,"3,327",1.42,0.89,9
birthday,n,"15,043",0.31,0.91,9
countryside,n,"4,618",1.02,0.90,7
neutron,n,"1,682",2.80,0.71,1
sacrament,n,"1,657",2.84,0.72,3
fatal,j,"5,273",0.89,0.93,8
hint,n,"7,619",0.62,0.93,9
Italian,n,4841,0.972864500083763,0.826071444227569,8
texture,n,"6,513",0.72,0.87,6
imbalance,n,"2,346",2.01,0.92,8
listing,n,"4,360",1.08,0.88,9
organizer,n,"5,133",0.92,0.92,9
mine,p,"17,218",0.27,0.93,9
remnant,n,"3,468",1.36,0.85,7
ours,p,"6,956",0.68,0.94,9
ideally,r,"2,493",1.89,0.94,9
regain,v,"5,435",0.87,0.93,9
Danish,j,2450,1.91801317480105,0.832224643287579,7
tangible,j,"2,837",1.66,0.94,9
arm,v,"5,663",0.83,0.91,9
aerobic,j,"2,056",2.28,0.83,4
diffusion,n,"1,491",3.15,0.85,8
dying,j,"5,934",0.79,0.90,7
banana,n,"5,932",0.79,0.85,8
deadline,n,"7,573",0.62,0.91,9
rose,n,"21,403",0.22,0.94,9
rising,j,"4,664",1.01,0.92,9
giftedness,n,"1,400",3.35,0.70,2
native,n,"4,562",1.03,0.87,9
celestial,j,"2,056",2.28,0.76,4
countless,j,"5,155",0.91,0.93,9
timely,j,"2,726",1.72,0.94,9
guard,v,"8,313",0.56,0.93,9
benign,j,"2,955",1.58,0.90,7
elevated,j,"2,656",1.76,0.88,8
ink,n,"5,050",0.93,0.77,9
municipality,n,"2,210",2.12,0.86,9
mitigate,v,"2,077",2.25,0.91,8
renew,v,"4,402",1.06,0.93,9
postoperative,j,"1,417",3.30,0.69,1
buffer,n,"2,156",2.17,0.79,6
mercy,n,"5,027",0.93,0.85,7
mobilization,n,"1,726",2.71,0.87,7
optics,n,"1,888",2.48,0.72,3
sail,v,"7,096",0.66,0.89,8
underestimate,v,"3,458",1.35,0.95,9
top,v,"9,201",0.51,0.91,9
cooking,n,"10,361",0.45,0.88,8
hunt,v,"9,615",0.49,0.88,8
infectious,j,"2,971",1.57,0.85,8
restrictive,j,"2,184",2.13,0.92,8
copyright,n,"7,400",0.63,0.86,9
insure,v,"3,721",1.25,0.95,9
rent,v,"9,119",0.51,0.93,8
eyepiece,n,"1,518",3.07,0.66,1
sauce,n,"18,089",0.26,0.78,4
relaxation,n,"2,354",1.98,0.88,8
amend,v,"2,790",1.67,0.85,9
revive,v,"4,780",0.97,0.93,8
frozen,j,"8,286",0.56,0.86,8
graphic,j,"4,271",1.09,0.91,9
dissertation,n,"2,084",2.23,0.90,6
privately,r,"5,567",0.84,0.94,9
comprehend,v,"3,037",1.53,0.93,8
con,n,"4,892",0.95,0.84,9
devotion,n,"3,315",1.40,0.88,6
evidence,v,"1,964",2.37,0.94,8
caste,n,"1,788",2.60,0.62,6
erode,v,"3,025",1.53,0.92,9
projected,j,"3,059",1.52,0.90,9
discard,v,"4,782",0.97,0.92,8
overseas,j,"3,441",1.35,0.89,7
dwarf,n,"3,195",1.45,0.72,2
piano,n,"9,626",0.48,0.83,9
ha,u,"5,811",0.80,0.83,7
conceal,v,"4,953",0.94,0.93,8
volcano,n,"3,760",1.23,0.76,6
weave,v,"5,359",0.86,0.90,9
mutation,n,"2,130",2.17,0.82,5
filter,v,"3,950",1.17,0.88,9
pharmaceutical,j,"3,662",1.26,0.87,7
in-depth,j,"2,124",2.17,0.91,8
contingency,n,"2,416",1.91,0.91,9
worm,n,"5,395",0.86,0.76,8
memoir,n,"4,660",0.99,0.89,6
powder,n,"10,772",0.43,0.86,7
declining,j,"2,974",1.55,0.93,9
breakthrough,n,"4,790",0.96,0.91,9
neglect,n,"3,091",1.49,0.91,8
timber,n,"5,506",0.84,0.85,7
numerical,j,"1,685",2.73,0.88,8
novice,n,"2,667",1.73,0.89,9
interpretive,j,"1,794",2.56,0.90,7
cultivation,n,"1,877",2.45,0.89,7
sure,r,"16,405",0.28,0.92,9
picture,v,"7,781",0.59,0.92,9
coming,j,"5,733",0.80,0.93,9
illicit,j,"2,231",2.06,0.83,7
cancel,v,"7,600",0.60,0.92,9
greet,v,"9,096",0.51,0.94,9
time,v,"5,002",0.92,0.93,9
donate,v,"7,283",0.63,0.94,9
knock,v,"18,383",0.25,0.93,8
eventual,j,"2,783",1.65,0.92,9
eighteen,m,"4,653",0.99,0.92,8
inmate,n,"7,578",0.61,0.84,7
receptor,n,"1,764",2.60,0.81,6
gently,r,"13,301",0.34,0.90,9
opposite,n,"3,541",1.29,0.93,9
proficiency,n,"1,832",2.50,0.85,8
tiger,n,"10,324",0.44,0.77,8
deed,n,"4,102",1.12,0.90,8
light-year,n,"1,815",2.52,0.71,1
frustrate,v,"5,343",0.86,0.95,9
parliamentary,j,"2,675",1.71,0.85,7
geometry,n,"2,508",1.82,0.81,6
drill,v,"6,050",0.76,0.86,9
four-year,j,"3,314",1.38,0.80,9
orange,n,"10,176",0.45,0.90,9
spin,n,"4,983",0.92,0.77,7
width,n,"3,278",1.39,0.81,4
incur,v,"2,358",1.94,0.91,9
mitigation,n,"1,582",2.89,0.66,4
overwhelm,v,"5,410",0.84,0.94,9
unwilling,j,"3,505",1.30,0.93,9
antiquity,n,"2,150",2.12,0.86,6
recreation,n,"5,526",0.83,0.87,9
affection,n,"4,976",0.92,0.88,8
grandfather,n,"11,865",0.38,0.90,9
sword,n,"7,690",0.59,0.91,8
denounce,v,"3,841",1.19,0.90,5
transparent,j,"4,046",1.12,0.90,8
spark,v,"5,647",0.80,0.93,9
spill,v,"8,920",0.51,0.88,9
logo,n,"4,081",1.11,0.85,9
orchestra,n,"6,612",0.69,0.79,7
way,r,"7,261",0.63,0.90,9
circular,j,"3,159",1.44,0.86,8
redefine,v,"2,627",1.73,0.94,9
binary,j,"1,465",3.10,0.79,7
abstraction,n,"2,395",1.89,0.87,7
authenticity,n,"2,387",1.90,0.88,6
dysfunction,n,"1,991",2.27,0.84,5
statutory,j,"1,835",2.46,0.79,7
benchmark,n,"2,486",1.82,0.88,9
cohesion,n,"1,655",2.73,0.86,8
interrupt,v,"9,430",0.48,0.95,9
brush,n,"9,476",0.48,0.88,8
dean,n,"16,930",0.27,0.93,9
sound,j,"2,996",1.51,0.92,9
deter,v,"3,215",1.40,0.90,9
heroic,j,"3,562",1.27,0.90,8
colonialism,n,"1,568",2.88,0.85,5
abnormal,j,"2,317",1.94,0.85,7
telecommunications,n,"3,812",1.18,0.90,8
rumor,n,"9,138",0.49,0.89,9
divorce,v,"6,529",0.69,0.91,9
foremost,j,"3,512",1.28,0.94,9
jail,n,"14,380",0.31,0.90,9
viewing,n,"3,081",1.46,0.87,8
float,v,"10,786",0.42,0.89,9
mad,j,"13,997",0.32,0.94,9
fusion,n,"2,836",1.59,0.85,7
analogous,j,"1,647",2.73,0.92,8
ethic,n,"2,951",1.52,0.90,9
microwave,n,"4,175",1.08,0.79,4
rod,n,"9,398",0.48,0.84,9
slot,n,"5,488",0.82,0.80,8
dump,v,"8,345",0.54,0.90,7
regimen,n,"2,564",1.75,0.81,8
saga,n,"2,817",1.59,0.69,7
chapel,n,"5,278",0.85,0.82,5
coercion,n,"1,815",2.47,0.84,7
freshman,n,"8,803",0.51,0.86,9
pricing,n,"2,435",1.84,0.83,6
interpreter,n,"5,027",0.89,0.85,8
power,v,"3,330",1.35,0.79,7
wander,v,"10,554",0.42,0.93,9
discomfort,n,"3,397",1.32,0.91,8
prose,n,"2,806",1.60,0.82,7
submission,n,"2,422",1.85,0.92,8
spring,v,"7,245",0.62,0.94,9
tune,v,"8,546",0.52,0.87,9
questionable,j,"3,616",1.24,0.95,9
pact,n,"3,213",1.39,0.86,7
swing,n,"9,890",0.45,0.90,9
vibration,n,"2,776",1.61,0.77,4
presently,r,"2,673",1.67,0.94,8
ascertain,v,"1,820",2.46,0.92,8
contraction,n,"2,237",2.00,0.85,7
genetics,n,"2,706",1.65,0.81,6
runner,n,"7,008",0.64,0.84,8
cage,n,"7,160",0.62,0.81,8
allied,j,"4,422",1.01,0.86,9
dairy,n,"4,239",1.05,0.80,6
fame,n,"9,323",0.48,0.92,9
melt,v,"9,662",0.46,0.86,8
authoritative,j,"1,979",2.25,0.88,8
envelope,n,"7,738",0.58,0.90,9
cheat,v,"6,478",0.69,0.86,9
forthcoming,j,"3,094",1.44,0.93,9
cord,n,"6,576",0.68,0.87,9
documentary,n,"7,016",0.64,0.89,7
estrogen,n,"2,705",1.65,0.77,3
fulfillment,n,"2,118",2.10,0.90,9
opera,n,"10,977",0.41,0.85,8
equate,v,"2,382",1.87,0.93,8
morale,n,"3,711",1.20,0.91,9
ruin,n,"4,967",0.90,0.89,7
stare,v,"42,030",0.11,0.93,9
surrender,v,"5,141",0.87,0.88,9
moderate,v,"2,347",1.89,0.92,8
smile,v,"44,555",0.10,0.95,9
reviewer,n,"2,362",1.88,0.92,8
generalize,v,"1,560",2.85,0.91,8
impact,v,"2,794",1.59,0.92,8
acceleration,n,"2,462",1.80,0.84,6
covenant,n,"2,107",2.11,0.79,4
embryo,n,"3,349",1.32,0.78,5
throat,n,"15,860",0.28,0.88,8
glance,n,"8,766",0.51,0.93,9
injure,v,"8,173",0.54,0.92,8
steer,v,"5,962",0.74,0.92,9
affordable,j,"5,289",0.84,0.88,9
deer,n,"12,919",0.34,0.84,8
ending,n,"4,851",0.91,0.88,8
chase,v,"10,904",0.41,0.90,9
flux,n,"1,799",2.46,0.79,7
disciple,n,"2,407",1.84,0.77,5
packet,n,"3,636",1.22,0.89,9
soup,n,"11,658",0.38,0.88,8
credible,j,"3,998",1.11,0.92,9
myriad,n,"2,877",1.54,0.94,9
psychiatrist,n,"5,067",0.87,0.87,8
wipe,v,"13,561",0.33,0.91,8
goodness,n,"5,092",0.87,0.82,8
cemetery,n,"6,188",0.71,0.81,7
technically,r,"3,952",1.12,0.92,9
toss,v,"16,252",0.27,0.90,8
colorful,j,"6,299",0.70,0.89,9
aesthetics,n,"1,922",2.29,0.81,7
colonization,n,"1,593",2.77,0.87,7
corrupt,j,"4,070",1.08,0.89,7
printed,j,"2,885",1.53,0.90,9
satisfactory,j,"2,236",1.97,0.94,8
synthetic,j,"3,225",1.37,0.87,8
accreditation,n,"1,838",2.40,0.83,7
conductor,n,"4,016",1.10,0.78,4
feminism,n,"2,756",1.60,0.87,5
guerrilla,n,"4,518",0.97,0.84,6
immunity,n,"3,065",1.44,0.77,6
leverage,n,"3,452",1.28,0.89,9
sponsor,n,"5,937",0.74,0.93,9
virgin,n,"4,695",0.94,0.84,8
thirteen,m,"4,347",1.01,0.93,8
mud,n,"8,701",0.51,0.88,9
hands-on,j,"3,250",1.35,0.88,8
printing,n,"2,858",1.54,0.84,9
exhaust,v,"5,611",0.78,0.94,9
license,v,"3,947",1.11,0.90,9
shop,v,"9,298",0.47,0.91,9
celebrity,n,"12,014",0.37,0.90,9
perceptual,j,"1,360",3.23,0.87,6
ash,n,"7,663",0.57,0.87,8
coding,n,"1,429",3.07,0.87,6
excel,v,"2,995",1.46,0.89,9
alteration,n,"1,983",2.21,0.91,8
denomination,n,"2,175",2.01,0.80,6
mystical,j,"2,198",1.99,0.82,6
cardiac,j,"2,546",1.72,0.79,5
fourteen,m,"4,581",0.95,0.93,8
tent,n,"11,006",0.40,0.89,8
skip,v,"6,746",0.65,0.91,9
adult,j,"2,748",1.59,0.90,8
credential,n,"3,617",1.21,0.88,9
Soviet,n,4280,1.02020591929214,0.849046003531608,7
torture,n,"4,942",0.88,0.84,6
drain,v,"9,112",0.48,0.89,8
finite,j,"1,816",2.40,0.85,7
unaware,j,"3,837",1.14,0.95,8
blindness,n,"2,234",1.95,0.81,8
delegation,n,"4,237",1.03,0.87,7
convincing,j,"3,633",1.20,0.94,9
periodically,r,"2,876",1.52,0.92,9
low-income,j,"3,562",1.22,0.88,8
recommended,j,"2,246",1.94,0.88,9
auditor,n,"2,977",1.46,0.77,7
ethanol,n,"2,499",1.74,0.72,6
footnote,n,"2,529",1.72,0.92,9
headline,n,"10,189",0.43,0.93,9
ancestral,j,"1,981",2.19,0.89,6
champion,n,"13,118",0.33,0.94,9
rope,n,"10,098",0.43,0.88,9
dispose,v,"3,004",1.45,0.91,9
holistic,j,"1,754",2.48,0.93,8
managerial,j,"1,791",2.42,0.86,8
cavalry,n,"2,434",1.78,0.73,3
neutrino,n,"1,470",2.95,0.63,1
moderately,r,"2,298",1.89,0.91,8
teenage,j,"7,666",0.57,0.90,9
cane,n,"5,105",0.85,0.78,6
renewable,j,"3,105",1.39,0.78,7
checklist,n,"1,996",2.17,0.89,7
parasite,n,"2,201",1.97,0.79,6
endowment,n,"2,849",1.52,0.89,9
interviewer,n,"2,557",1.69,0.85,9
scarcity,n,"1,780",2.43,0.89,9
alienation,n,"1,807",2.39,0.90,6
coin,n,"6,463",0.67,0.88,9
internationally,r,"2,888",1.50,0.92,9
clash,n,"3,790",1.14,0.89,8
navigate,v,"3,695",1.17,0.90,9
alternate,j,"2,786",1.55,0.88,8
sixty,m,"4,385",0.98,0.92,8
homosexuality,n,"3,199",1.35,0.85,6
exploratory,j,"1,670",2.58,0.87,7
mapping,n,"1,695",2.54,0.86,8
instant,j,"6,275",0.69,0.91,9
cry,n,"9,365",0.46,0.92,9
segregation,n,"2,819",1.53,0.87,8
quantify,v,"1,810",2.38,0.89,9
grass-roots,n,"3,494",1.23,0.90,9
usefulness,n,"1,718",2.50,0.93,8
sunset,n,"6,290",0.68,0.83,8
misleading,j,"3,269",1.31,0.94,9
insistence,n,"2,736",1.57,0.91,7
instinct,n,"6,627",0.65,0.93,9
sensibility,n,"3,176",1.35,0.90,7
semantic,j,"1,397",3.07,0.86,7
bearing,n,"3,176",1.35,0.83,8
holder,n,"5,381",0.80,0.92,9
consciously,r,"2,314",1.86,0.92,8
bore,v,"5,435",0.79,0.91,9
deposit,v,"3,123",1.37,0.84,8
cathedral,n,"4,305",1.00,0.83,6
excuse,n,"8,069",0.53,0.94,9
screw,n,"2,995",1.43,0.75,3
overweight,j,"3,438",1.25,0.83,5
bolster,v,"3,257",1.31,0.93,9
at-risk,j,"1,643",2.60,0.83,4
fairness,n,"3,880",1.10,0.89,9
pen,n,"9,034",0.47,0.93,9
reluctance,n,"2,875",1.49,0.93,8
resentment,n,"3,963",1.08,0.91,9
symposium,n,"1,972",2.17,0.89,8
collaborator,n,"2,229",1.92,0.87,8
consolidation,n,"2,176",1.96,0.89,9
cold,n,"9,923",0.43,0.89,8
incorporation,n,"1,432",2.98,0.91,8
consulting,j,"3,413",1.25,0.88,8
unacceptable,j,"3,338",1.28,0.94,8
reign,n,"2,615",1.63,0.88,6
trillion,m,"5,125",0.83,0.90,7
battlefield,n,"4,221",1.01,0.87,6
rivalry,n,"3,279",1.30,0.89,7
serum,n,"1,783",2.39,0.72,2
formidable,j,"3,558",1.20,0.92,9
leather,n,"12,294",0.35,0.88,8
spectacle,n,"4,019",1.06,0.86,6
engender,v,"1,893",2.25,0.92,8
beef,n,"9,340",0.46,0.88,7
communist,n,"2,944",1.45,0.84,5
gamma,n,"1,705",2.50,0.74,4
garlic,n,"13,102",0.32,0.72,3
tag,v,"3,657",1.16,0.66,7
bourgeois,j,"2,042",2.08,0.85,5
specificity,n,"1,522",2.79,0.92,8
inflict,v,"3,315",1.28,0.90,8
decree,n,"2,313",1.84,0.81,6
bid,n,"7,496",0.57,0.90,9
flood,v,"6,047",0.70,0.90,9
sixteen,m,"4,839",0.88,0.93,8
oversight,n,"4,170",1.02,0.86,9
cautious,j,"4,765",0.89,0.94,9
transitional,j,"2,236",1.89,0.90,8
unfortunate,j,"5,224",0.81,0.94,9
basket,n,"9,931",0.43,0.91,9
familiarity,n,"2,393",1.77,0.92,8
herd,n,"5,018",0.84,0.84,8
venue,n,"4,891",0.87,0.92,9
longtime,j,"9,308",0.45,0.93,8
contour,n,"2,431",1.74,0.90,8
forecast,n,"4,139",1.02,0.85,5
erect,v,"3,427",1.23,0.92,8
articulation,n,"1,464",2.88,0.90,7
demise,n,"3,011",1.40,0.92,8
patience,n,"7,098",0.59,0.94,9
halt,v,"4,802",0.88,0.91,8
elected,j,"4,801",0.88,0.88,8
posttest,j,"1,213",3.48,0.85,5
unwanted,j,"3,000",1.41,0.86,9
confidentiality,n,"2,094",2.02,0.85,6
humanities,n,"2,233",1.89,0.89,7
genocide,n,"2,862",1.47,0.83,5
guitar,n,"8,576",0.49,0.79,7
spray,n,"6,696",0.63,0.83,7
superficial,j,"2,249",1.87,0.93,8
improvisation,n,"1,803",2.34,0.71,4
governing,j,"2,930",1.44,0.92,8
deity,n,"1,888",2.23,0.85,6
nearby,r,"8,133",0.52,0.89,9
mail,v,"3,786",1.11,0.93,9
satisfying,j,"3,603",1.17,0.94,9
Hindu,j,2380,1.76550699880872,0.838733070743224,6
retailer,n,"6,546",0.64,0.83,8
subjectivity,n,"1,389",3.03,0.86,7
built-in,j,"2,882",1.46,0.80,7
mature,v,"3,413",1.23,0.92,9
ANOVA,n,1982,2.11650024187831,0.86129576559334,5
tune,n,"7,419",0.57,0.89,9
validation,n,"1,599",2.62,0.89,8
proportional,j,"1,567",2.67,0.88,8
march,n,"41,204",0.10,0.93,8
matter,d,"8,044",0.52,0.95,9
